eval_id,record_id,assessment_name,score,weight,evaluation_date
606,206,Midterm,96.15,0.25,2024-04-20
607,206,Drill,64.68,0.25,2024-05-13
608,207,Drill,79.74,0.25,2024-07-07
609,207,Drill,92.24,0.25,2024-07-01
610,207,Final,63.99,0.25,2024-05-26
611,208,Practical,83.71,0.25,2025-09-14
612,208,Midterm,88.33,0.25,2025-09-20
613,208,Midterm,66.86,0.25,2025-10-10
614,208,Drill,93.53,0.25,2025-10-13
615,209,Midterm,88.79,0.25,2025-09-05
616,209,Drill,87.87,0.25,2025-09-25
617,210,Drill,77.75,0.25,2025-09-23
618,210,Midterm,79.04,0.25,2025-09-20
619,210,Midterm,75.97,0.25,2025-08-30
620,210,Drill,60.9,0.25,2025-09-10
621,211,Midterm,99.44,0.25,2025-09-20
622,211,Practical,80.48,0.25,2025-10-16
623,211,Final,91.57,0.25,2025-10-24
624,212,Midterm,88.81,0.25,2024-09-19
625,212,Final,96.96,0.25,2024-10-08
626,213,Practical,86.33,0.25,2024-10-13
627,213,Final,98.32,0.25,2024-09-11
628,213,Practical,84.83,0.25,2024-10-24
629,213,Practical,90.17,0.25,2024-10-16
630,214,Practical,65.33,0.25,2024-08-26
631,214,Drill,96.2,0.25,2024-08-27
632,215,Final,70.34,0.25,2025-03-14
633,215,Midterm,94.02,0.25,2025-03-19
634,215,Midterm,79.54,0.25,2025-03-08
635,216,Midterm,99.92,0.25,2025-04-27
636,216,Practical,84.47,0.25,2025-05-03
637,216,Practical,70.42,0.25,2025-05-01
638,217,Practical,64.75,0.25,2025-05-02
639,217,Practical,66.71,0.25,2025-04-30
640,217,Drill,71.86,0.25,2025-04-28
641,217,Practical,86.81,0.25,2025-05-03
642,218,Drill,81.48,0.25,2025-04-02
643,218,Drill,81.81,0.25,2025-04-28
644,219,Drill,98.45,0.25,2025-04-19
645,219,Practical,72.19,0.25,2025-05-13
646,219,Drill,70.14,0.25,2025-04-22
647,220,Practical,63.62,0.25,2025-04-28
648,220,Final,67.99,0.25,2025-05-07
649,220,Midterm,84.02,0.25,2025-06-01
650,221,Midterm,62.47,0.25,2025-04-29
651,221,Midterm,73.08,0.25,2025-05-27
652,221,Midterm,71.4,0.25,2025-04-25
653,222,Final,85.57,0.25,2025-01-06
654,222,Midterm,74.97,0.25,2025-01-10
655,222,Midterm,68.14,0.25,2025-01-22
656,223,Final,65.21,0.25,2025-01-23
657,223,Practical,95.61,0.25,2025-03-05
658,223,Final,76.58,0.25,2025-03-03
659,224,Drill,91.12,0.25,2025-02-12
660,224,Midterm,77.03,0.25,2025-01-31
661,225,Drill,89.43,0.25,2025-02-01
662,225,Midterm,84.05,0.25,2025-02-05
663,226,Final,76.38,0.25,2025-01-04
664,226,Practical,79.25,0.25,2025-02-02
665,226,Final,65.71,0.25,2025-01-28
666,227,Midterm,86.27,0.25,2024-12-27
667,227,Drill,75.1,0.25,2025-01-01
668,227,Midterm,95.89,0.25,2024-12-17
669,228,Midterm,65.24,0.25,2024-03-08
670,228,Drill,81.06,0.25,2024-03-12
671,228,Final,62.35,0.25,2024-03-16
672,228,Practical,80.74,0.25,2024-02-19
673,229,Final,61.23,0.25,2024-04-07
674,229,Drill,82.05,0.25,2024-04-28
675,229,Midterm,88.16,0.25,2024-04-12
676,229,Practical,88.54,0.25,2024-04-05
677,230,Practical,84.39,0.25,2024-03-06
678,230,Drill,93.63,0.25,2024-03-11
679,231,Drill,68.57,0.25,2024-03-09
680,231,Practical,76.4,0.25,2024-02-26
681,231,Drill,78.32,0.25,2024-03-26
682,231,Practical,80.49,0.25,2024-03-14
683,232,Practical,77.14,0.25,2025-11-12
684,232,Practical,69.13,0.25,2025-11-17
685,233,Practical,82.48,0.25,2025-11-25
686,233,Midterm,70.39,0.25,2025-10-29
687,233,Final,82.21,0.25,2025-11-23
688,234,Midterm,82.66,0.25,2025-10-22
689,234,Midterm,89.86,0.25,2025-10-20
690,234,Final,85.29,0.25,2025-10-31
691,235,Practical,69.4,0.25,2025-10-13
692,235,Drill,70.79,0.25,2025-10-04
693,235,Practical,65.32,0.25,2025-11-01
694,235,Drill,77.76,0.25,2025-10-01
695,236,Drill,77.08,0.25,2025-12-01
696,236,Drill,68.29,0.25,2025-12-08
697,236,Midterm,98.89,0.25,2025-11-19
698,236,Midterm,62.64,0.25,2025-11-05
699,237,Practical,75.63,0.25,2025-11-20
700,237,Final,96.98,0.25,2025-11-07
701,237,Drill,87.72,0.25,2025-11-18
702,238,Practical,90.83,0.25,2024-06-10
703,238,Practical,95.57,0.25,2024-06-06
704,239,Practical,86.73,0.25,2024-07-10
705,239,Final,84.86,0.25,2024-06-22
706,239,Drill,81.17,0.25,2024-07-12
707,239,Midterm,99.11,0.25,2024-07-15
708,240,Practical,99.71,0.25,2024-05-25
709,240,Practical,81.39,0.25,2024-06-22
710,241,Drill,65.54,0.25,2024-04-22
711,241,Final,96.26,0.25,2024-05-11
712,242,Practical,92.4,0.25,2024-07-07
713,242,Final,93.4,0.25,2024-07-27
714,242,Midterm,83.15,0.25,2024-07-27
715,243,Practical,76.11,0.25,2024-04-20
716,243,Practical,80.36,0.25,2024-05-04
717,243,Final,94.28,0.25,2024-05-19
718,243,Practical,87.93,0.25,2024-06-03
719,244,Drill,64.74,0.25,2025-10-20
720,244,Midterm,78.73,0.25,2025-10-19
721,244,Final,98.36,0.25,2025-10-27
722,245,Midterm,63.44,0.25,2025-11-10
723,245,Midterm,72.76,0.25,2025-11-24
724,246,Drill,66.27,0.25,2025-11-15
725,246,Practical,67.11,0.25,2025-12-21
726,246,Drill,97.32,0.25,2025-12-14
727,246,Final,94.4,0.25,2025-12-17
728,247,Drill,83.97,0.25,2025-11-11
729,247,Practical,81.8,0.25,2025-11-22
730,248,Final,70.58,0.25,2025-11-26
731,248,Midterm,98.94,0.25,2025-12-15
732,248,Midterm,97.91,0.25,2025-12-25
733,248,Final,82.59,0.25,2025-12-13
734,249,Drill,76.47,0.25,2025-11-29
735,249,Drill,75.87,0.25,2025-12-01
736,249,Drill,69.98,0.25,2025-11-21
737,249,Midterm,93.46,0.25,2025-11-28
738,250,Final,62.68,0.25,2024-12-31
739,250,Midterm,91.29,0.25,2024-12-15
740,250,Final,64.61,0.25,2024-12-22
741,250,Final,97.49,0.25,2025-01-04
742,251,Practical,60.03,0.25,2025-01-15
743,251,Practical,76.08,0.25,2024-12-15
744,251,Practical,84.06,0.25,2024-12-05
745,252,Final,79.41,0.25,2025-01-02
746,252,Practical,96.63,0.25,2024-12-22
747,252,Midterm,69.06,0.25,2025-01-25
748,253,Midterm,78.75,0.25,2024-12-28
749,253,Drill,80.69,0.25,2024-12-31
750,253,Drill,83.83,0.25,2024-12-08
751,253,Drill,66.34,0.25,2024-12-06
752,254,Practical,83.07,0.25,2025-01-03
753,254,Practical,79.49,0.25,2025-01-02
754,255,Midterm,89.45,0.25,2024-12-27
755,255,Final,67.26,0.25,2024-12-24
756,256,Practical,96.46,0.25,2024-08-11
757,256,Midterm,89.87,0.25,2024-08-19
758,256,Final,90.2,0.25,2024-08-09
759,257,Midterm,78.02,0.25,2024-09-09
760,257,Midterm,90.52,0.25,2024-09-15
761,257,Drill,66.93,0.25,2024-10-05
762,258,Final,66.61,0.25,2024-08-05
763,258,Drill,86.87,0.25,2024-08-28
764,258,Midterm,72.04,0.25,2024-08-09
765,258,Midterm,80.01,0.25,2024-09-13
766,259,Practical,96.54,0.25,2025-01-03
767,259,Final,77.82,0.25,2024-12-28
768,259,Final,80.32,0.25,2025-01-20
769,260,Midterm,87.41,0.25,2025-02-11
770,260,Midterm,99.11,0.25,2025-02-05
771,260,Midterm,98.04,0.25,2025-01-21
772,260,Drill,91.33,0.25,2025-02-23
773,261,Midterm,73.26,0.25,2025-01-09
774,261,Drill,82.34,0.25,2024-12-26
775,261,Practical,99.49,0.25,2024-12-02
776,262,Final,78.92,0.25,2025-01-24
777,262,Final,84.2,0.25,2025-01-26
778,262,Practical,64.41,0.25,2025-01-12
779,263,Final,90.38,0.25,2024-07-22
780,263,Final,69.07,0.25,2024-07-23
781,263,Final,88.85,0.25,2024-08-30
782,263,Drill,74.52,0.25,2024-07-22
783,264,Final,93.21,0.25,2024-10-08
784,264,Practical,84.83,0.25,2024-09-11
785,265,Drill,67.9,0.25,2024-08-14
786,265,Midterm,75.07,0.25,2024-07-15
787,265,Practical,63.43,0.25,2024-07-20
788,265,Drill,82.88,0.25,2024-08-22
789,266,Practical,99.43,0.25,2025-02-06
790,266,Final,98.23,0.25,2025-02-09
791,266,Drill,74.98,0.25,2025-03-19
792,267,Practical,68.05,0.25,2025-03-16
793,267,Drill,91.5,0.25,2025-03-14
794,268,Midterm,86.42,0.25,2025-03-11
795,268,Drill,76.83,0.25,2025-03-18
796,269,Drill,71.46,0.25,2025-03-19
797,269,Final,61.14,0.25,2025-02-08
798,269,Drill,98.89,0.25,2025-03-21
799,270,Practical,80.81,0.25,2025-05-04
800,270,Midterm,75.22,0.25,2025-04-06
801,270,Practical,80.2,0.25,2025-04-21
802,271,Midterm,97.22,0.25,2025-08-27
803,271,Practical,96.39,0.25,2025-08-22
804,272,Drill,83.07,0.25,2025-09-24
805,272,Midterm,96.52,0.25,2025-09-15
806,272,Practical,94.24,0.25,2025-09-15
807,272,Practical,90.31,0.25,2025-09-03
808,273,Final,91.23,0.25,2025-08-02
809,273,Final,63.15,0.25,2025-08-11
810,273,Final,63.13,0.25,2025-08-25
811,274,Drill,93.13,0.25,2025-09-05
812,274,Drill,78.49,0.25,2025-08-15
813,274,Midterm,97.61,0.25,2025-08-06
814,274,Final,77.3,0.25,2025-08-21
815,275,Final,80.64,0.25,2024-08-16
816,275,Final,80.29,0.25,2024-09-19
817,275,Drill,79.63,0.25,2024-08-19
818,276,Final,99.67,0.25,2024-09-23
819,276,Final,61.09,0.25,2024-09-11
820,276,Midterm,83.39,0.25,2024-08-16
821,276,Drill,60.98,0.25,2024-09-06
822,277,Midterm,70.04,0.25,2024-09-12
823,277,Final,96.99,0.25,2024-09-26
824,277,Midterm,73.29,0.25,2024-09-18
825,277,Midterm,90.22,0.25,2024-09-20
826,278,Practical,67.86,0.25,2024-08-22
827,278,Final,84.64,0.25,2024-08-26
828,278,Drill,90.98,0.25,2024-08-16
829,279,Midterm,71.87,0.25,2024-09-16
830,279,Midterm,99.59,0.25,2024-09-25
831,279,Final,82.74,0.25,2024-10-14
832,280,Midterm,60.52,0.25,2024-09-13
833,280,Midterm,75.35,0.25,2024-09-04
834,280,Practical,91.1,0.25,2024-08-29
835,280,Midterm,83.27,0.25,2024-09-21
836,281,Drill,60.17,0.25,2025-10-02
837,281,Drill,79.74,0.25,2025-09-11
838,281,Practical,92.23,0.25,2025-10-03
839,282,Drill,99.48,0.25,2025-09-18
840,282,Final,70.65,0.25,2025-08-27
841,283,Practical,64.6,0.25,2025-08-27
842,283,Midterm,82.67,0.25,2025-09-29
843,284,Practical,96.45,0.25,2025-08-15
844,284,Drill,69.28,0.25,2025-08-24
845,285,Final,62.93,0.25,2025-09-28
846,285,Practical,95.69,0.25,2025-09-18
847,285,Final,98.87,0.25,2025-09-25
848,285,Midterm,89.76,0.25,2025-08-21
849,286,Drill,82.54,0.25,2025-08-11
850,286,Final,65.79,0.25,2025-08-04
851,287,Drill,74.94,0.25,2024-07-09
852,287,Practical,91.94,0.25,2024-07-08
853,287,Midterm,66.69,0.25,2024-07-28
854,288,Practical,61.74,0.25,2024-08-27
855,288,Midterm,70.13,0.25,2024-08-27
856,288,Final,79.17,0.25,2024-08-19
857,288,Final,93.17,0.25,2024-08-17
858,289,Practical,87.92,0.25,2024-09-15
859,289,Final,75.75,0.25,2024-09-27
860,289,Final,72.27,0.25,2024-09-14
861,289,Midterm,85.41,0.25,2024-09-30
862,290,Drill,76.31,0.25,2024-08-02
863,290,Practical,75.38,0.25,2024-08-23
864,291,Final,70.72,0.25,2024-08-30
865,291,Final,80.68,0.25,2024-10-03
866,291,Drill,93.56,0.25,2024-09-01
867,292,Practical,74.11,0.25,2024-09-03
868,292,Practical,99.57,0.25,2024-08-27
869,292,Midterm,73.73,0.25,2024-09-14
870,293,Drill,70.49,0.25,2024-08-27
871,293,Drill,70.29,0.25,2024-09-04
872,293,Practical,90.07,0.25,2024-09-03
873,293,Final,68.2,0.25,2024-09-23
874,294,Midterm,62.21,0.25,2026-01-09
875,294,Midterm,87.08,0.25,2025-12-13
876,294,Midterm,65.48,0.25,2025-12-19
877,294,Midterm,70.32,0.25,2026-01-03
878,295,Drill,97.39,0.25,2025-12-21
879,295,Practical,68.21,0.25,2025-12-08
880,295,Practical,97.48,0.25,2026-01-02
881,295,Drill,94.67,0.25,2025-12-31
882,296,Midterm,73.17,0.25,2025-12-16
883,296,Drill,81.05,0.25,2025-11-29
884,297,Midterm,84.07,0.25,2025-12-20
885,297,Practical,97.19,0.25,2025-12-23
886,297,Drill,71.6,0.25,2026-01-07
887,297,Drill,75.71,0.25,2025-12-04
888,298,Practical,91.61,0.25,2024-10-04
889,298,Drill,92.13,0.25,2024-09-20
890,299,Drill,87.99,0.25,2024-10-20
891,299,Final,71.76,0.25,2024-10-20
892,299,Midterm,98.29,0.25,2024-10-14
893,299,Final,77.51,0.25,2024-11-04
894,300,Midterm,79.42,0.25,2024-11-02
895,300,Final,67.82,0.25,2024-11-08
896,300,Practical,72.33,0.25,2024-11-25
897,300,Practical,64.54,0.25,2024-11-12
898,301,Practical,73.82,0.25,2024-10-11
899,301,Practical,84.57,0.25,2024-10-20
900,301,Final,94.52,0.25,2024-09-23
901,302,Final,79.09,0.25,2024-11-06
902,302,Practical,90.91,0.25,2024-10-17
903,303,Final,77.5,0.25,2024-05-16
904,303,Final,79.25,0.25,2024-05-29
905,303,Midterm,84.05,0.25,2024-05-05
906,303,Final,88.79,0.25,2024-06-12
907,304,Midterm,82.53,0.25,2024-06-18
908,304,Practical,75.91,0.25,2024-06-07
909,304,Drill,79.71,0.25,2024-05-24
910,305,Drill,91.8,0.25,2024-05-30
911,305,Practical,65.32,0.25,2024-05-22
912,306,Final,93.58,0.25,2024-05-28
913,306,Final,85.03,0.25,2024-06-01
914,306,Practical,94.28,0.25,2024-05-23
915,306,Midterm,94.59,0.25,2024-05-25
916,307,Practical,90.38,0.25,2024-07-09
917,307,Final,87.62,0.25,2024-06-12
918,307,Midterm,64.82,0.25,2024-06-08
919,307,Final,62.89,0.25,2024-07-04
920,308,Final,91.62,0.25,2025-07-22
921,308,Drill,68.93,0.25,2025-08-25
922,308,Practical,73.79,0.25,2025-07-12
923,309,Drill,62.39,0.25,2025-07-07
924,309,Final,82.46,0.25,2025-06-01
925,310,Drill,80.07,0.25,2025-07-23
926,310,Practical,96.66,0.25,2025-07-25
927,311,Practical,80.62,0.25,2025-06-14
928,311,Midterm,79.43,0.25,2025-07-03
929,311,Drill,64.3,0.25,2025-07-18
930,312,Midterm,69.01,0.25,2024-07-20
931,312,Midterm,80.96,0.25,2024-07-01
932,312,Final,66.37,0.25,2024-06-30
933,313,Drill,64.62,0.25,2024-07-18
934,313,Practical,73.05,0.25,2024-07-10
935,313,Practical,69.96,0.25,2024-07-13
936,314,Practical,93.01,0.25,2024-08-05
937,314,Practical,61.25,0.25,2024-07-28
938,314,Midterm,75.27,0.25,2024-07-16
939,314,Practical,89.94,0.25,2024-07-10
940,315,Final,80.57,0.25,2024-07-23
941,315,Practical,64.62,0.25,2024-08-11
942,315,Final,90.16,0.25,2024-08-03
943,315,Final,73.84,0.25,2024-07-28
944,316,Final,71.17,0.25,2024-08-24
945,316,Midterm,66.91,0.25,2024-07-30
946,316,Midterm,88.16,0.25,2024-07-18
947,316,Drill,91.3,0.25,2024-07-15
948,317,Drill,94.53,0.25,2024-12-29
949,317,Final,80.62,0.25,2025-01-23
950,317,Drill,92.68,0.25,2025-01-18
951,318,Practical,70.04,0.25,2024-12-02
952,318,Practical,64.04,0.25,2024-12-02
953,318,Practical,68.28,0.25,2024-12-09
954,319,Final,70.6,0.25,2025-01-01
955,319,Practical,88.55,0.25,2025-01-03
956,319,Practical,66.8,0.25,2024-12-05
957,319,Practical,72.31,0.25,2024-11-30
958,320,Drill,79.4,0.25,2025-01-22
959,320,Drill,93.96,0.25,2025-02-09
960,321,Practical,98.33,0.25,2024-12-23
961,321,Midterm,89.63,0.25,2024-12-17
962,321,Midterm,93.39,0.25,2025-01-06
963,321,Practical,85.38,0.25,2024-12-19
964,322,Practical,86.31,0.25,2025-08-02
965,322,Midterm,69.84,0.25,2025-08-08
966,322,Drill,62.74,0.25,2025-08-02
967,323,Final,97.54,0.25,2025-08-14
968,323,Final,85.07,0.25,2025-08-11
969,323,Practical,73.8,0.25,2025-07-09
970,324,Midterm,66.06,0.25,2025-07-24
971,324,Midterm,65.49,0.25,2025-07-05
972,325,Final,60.83,0.25,2025-02-05
973,325,Midterm,64.36,0.25,2025-01-14
974,326,Drill,63.23,0.25,2025-01-12
975,326,Practical,92.21,0.25,2024-12-13
976,326,Drill,91.52,0.25,2024-12-04
977,326,Final,95.39,0.25,2025-01-12
978,327,Midterm,76.93,0.25,2024-12-13
979,327,Final,63.36,0.25,2025-01-05
980,327,Midterm,63.16,0.25,2024-12-07
981,327,Final,69.17,0.25,2024-12-07
982,328,Midterm,78.16,0.25,2025-01-04
983,328,Midterm,90.42,0.25,2025-01-08
984,329,Final,93.37,0.25,2025-01-07
985,329,Practical,77.34,0.25,2025-01-31
986,330,Drill,91.17,0.25,2025-01-23
987,330,Final,84.55,0.25,2025-01-24
988,330,Final,81.71,0.25,2025-01-09
989,331,Midterm,97.4,0.25,2025-06-17
990,331,Final,70.9,0.25,2025-06-02
991,331,Midterm,91.3,0.25,2025-06-19
992,331,Practical,65.9,0.25,2025-05-16
993,332,Final,64.57,0.25,2025-05-25
994,332,Drill,61.71,0.25,2025-06-09
995,332,Drill,81.09,0.25,2025-06-04
996,332,Practical,74.07,0.25,2025-05-24
997,333,Final,95.46,0.25,2025-05-26
998,333,Final,83.89,0.25,2025-05-27
999,334,Midterm,89.2,0.25,2025-08-07
1000,334,Midterm,88.7,0.25,2025-08-20
1001,334,Final,68.03,0.25,2025-08-07
1002,335,Practical,95.13,0.25,2025-03-26
1003,335,Drill,76.91,0.25,2025-04-04
1004,335,Practical,89.73,0.25,2025-03-17
1005,335,Drill,86.76,0.25,2025-04-26
1006,336,Practical,73.48,0.25,2025-05-04
1007,336,Practical,66.69,0.25,2025-04-20
1008,337,Final,77.48,0.25,2025-03-25
1009,337,Midterm,90.3,0.25,2025-03-14
1010,338,Drill,73.99,0.25,2024-08-29
1011,338,Final,61.32,0.25,2024-09-03
1012,338,Practical,71.75,0.25,2024-10-09
1013,338,Midterm,98.47,0.25,2024-09-04
1014,339,Drill,88.67,0.25,2024-10-22
1015,339,Practical,61.74,0.25,2024-10-12
1016,339,Final,82.43,0.25,2024-09-20
1017,340,Practical,61.68,0.25,2024-08-22
1018,340,Final,86.85,0.25,2024-09-05
1019,341,Midterm,99.38,0.25,2024-06-19
1020,341,Midterm,80.5,0.25,2024-06-07
1021,341,Drill,85.99,0.25,2024-06-09
1022,341,Midterm,60.64,0.25,2024-05-20
1023,342,Drill,86.26,0.25,2024-06-18
1024,342,Final,95.09,0.25,2024-07-05
1025,342,Final,84.68,0.25,2024-06-13
1026,342,Drill,75.0,0.25,2024-06-02
1027,343,Practical,92.44,0.25,2024-05-23
1028,343,Final,85.62,0.25,2024-05-27
1029,343,Final,66.16,0.25,2024-06-12
1030,343,Practical,98.1,0.25,2024-07-01
1031,344,Midterm,65.04,0.25,2024-08-05
1032,344,Final,79.89,0.25,2024-09-10
1033,345,Midterm,94.37,0.25,2024-10-07
1034,345,Midterm,94.82,0.25,2024-10-20
1035,345,Midterm,93.81,0.25,2024-09-26
1036,345,Practical,67.15,0.25,2024-09-20
1037,346,Final,69.87,0.25,2024-08-14
1038,346,Midterm,92.22,0.25,2024-07-27
1039,346,Final,84.93,0.25,2024-08-02
1040,346,Practical,89.63,0.25,2024-08-13
1041,347,Midterm,92.26,0.25,2024-09-11
1042,347,Drill,73.68,0.25,2024-09-26
1043,348,Practical,92.77,0.25,2024-06-23
1044,348,Final,93.81,0.25,2024-06-23
1045,349,Midterm,81.83,0.25,2024-05-23
1046,349,Drill,94.42,0.25,2024-05-19
1047,349,Drill,81.92,0.25,2024-04-25
1048,350,Final,81.19,0.25,2024-06-13
1049,350,Practical,90.87,0.25,2024-06-01
1050,350,Final,95.08,0.25,2024-06-29
1051,351,Practical,98.06,0.25,2024-04-25
1052,351,Midterm,64.56,0.25,2024-04-27
1053,351,Practical,98.6,0.25,2024-04-13
1054,352,Practical,95.01,0.25,2024-01-25
1055,352,Drill,74.61,0.25,2024-01-26
1056,352,Final,61.24,0.25,2024-02-28
1057,353,Practical,89.66,0.25,2024-02-03
1058,353,Practical,77.64,0.25,2024-01-31
1059,354,Drill,93.79,0.25,2024-02-10
1060,354,Midterm,73.91,0.25,2024-01-14
1061,354,Drill,99.68,0.25,2024-01-10
1062,354,Midterm,83.5,0.25,2024-02-14
1063,355,Final,62.89,0.25,2024-02-10
1064,355,Practical,65.67,0.25,2024-01-22
1065,356,Practical,60.82,0.25,2024-03-19
1066,356,Drill,85.17,0.25,2024-03-10
1067,357,Practical,72.13,0.25,2026-01-01
1068,357,Final,92.44,0.25,2026-01-01
1069,357,Drill,99.54,0.25,2026-01-16
1070,357,Final,75.45,0.25,2026-01-10
1071,358,Final,95.27,0.25,2025-12-19
1072,358,Midterm,93.82,0.25,2025-12-18
1073,359,Midterm,84.47,0.25,2026-01-10
1074,359,Midterm,61.61,0.25,2025-12-23
1075,359,Practical,74.31,0.25,2025-12-28
1076,360,Drill,91.41,0.25,2025-03-07
1077,360,Drill,71.68,0.25,2025-04-11
1078,361,Midterm,79.98,0.25,2025-05-04
1079,361,Midterm,88.24,0.25,2025-04-14
1080,362,Final,80.19,0.25,2025-04-08
1081,362,Drill,61.78,0.25,2025-04-24
1082,363,Drill,92.54,0.25,2025-05-14
1083,363,Final,79.36,0.25,2025-05-05
1084,363,Midterm,80.48,0.25,2025-04-29
1085,364,Drill,91.48,0.25,2025-05-20
1086,364,Drill,77.29,0.25,2025-04-14
1087,365,Midterm,69.13,0.25,2025-02-22
1088,365,Final,71.29,0.25,2025-02-26
1089,366,Midterm,95.95,0.25,2024-06-07
1090,366,Drill,79.37,0.25,2024-05-18
1091,367,Final,99.94,0.25,2024-05-05
1092,367,Midterm,79.62,0.25,2024-06-03
1093,367,Drill,99.98,0.25,2024-05-05
1094,367,Final,69.23,0.25,2024-04-21
1095,368,Midterm,94.97,0.25,2024-06-08
1096,368,Final,85.73,0.25,2024-06-05
1097,368,Final,86.03,0.25,2024-06-03
1098,368,Practical,98.12,0.25,2024-06-29
1099,369,Drill,87.74,0.25,2024-07-01
1100,369,Midterm,78.95,0.25,2024-06-06
1101,369,Midterm,63.23,0.25,2024-05-30
1102,370,Practical,93.23,0.25,2024-05-16
1103,370,Practical,69.42,0.25,2024-05-31
1104,370,Practical,75.0,0.25,2024-06-03
1105,370,Drill,93.23,0.25,2024-06-26
1106,371,Drill,81.23,0.25,2024-05-29
1107,371,Final,69.65,0.25,2024-06-17
1108,371,Practical,91.66,0.25,2024-07-05
1109,371,Midterm,68.63,0.25,2024-06-12
1110,372,Practical,95.82,0.25,2024-07-08
1111,372,Midterm,95.95,0.25,2024-07-31
1112,372,Final,94.55,0.25,2024-07-08
1113,373,Final,65.34,0.25,2024-06-26
1114,373,Final,65.48,0.25,2024-07-27
1115,373,Practical,88.36,0.25,2024-07-20
1116,373,Midterm,71.75,0.25,2024-07-31
1117,374,Final,85.58,0.25,2024-06-11
1118,374,Midterm,97.31,0.25,2024-06-18
1119,375,Midterm,76.39,0.25,2024-08-14
1120,375,Practical,67.5,0.25,2024-07-25
1121,376,Practical,93.42,0.25,2024-07-13
1122,376,Drill,69.67,0.25,2024-07-31
1123,376,Practical,97.08,0.25,2024-07-28
1124,376,Practical,94.14,0.25,2024-08-05
1125,377,Final,83.56,0.25,2025-08-23
1126,377,Midterm,61.65,0.25,2025-09-28
1127,377,Drill,65.32,0.25,2025-08-26
1128,377,Final,90.45,0.25,2025-08-21
1129,378,Final,99.3,0.25,2025-09-09
1130,378,Practical,69.53,0.25,2025-08-17
1131,378,Drill,85.53,0.25,2025-08-05
1132,378,Midterm,73.62,0.25,2025-08-18
1133,379,Midterm,61.43,0.25,2025-09-24
1134,379,Final,94.13,0.25,2025-09-22
1135,380,Drill,77.76,0.25,2025-09-10
1136,380,Drill,71.84,0.25,2025-09-26
1137,380,Practical,60.48,0.25,2025-09-03
1138,381,Practical,80.07,0.25,2025-09-13
1139,381,Practical,97.35,0.25,2025-09-15
1140,381,Final,77.98,0.25,2025-08-28
1141,381,Final,65.11,0.25,2025-09-09
1142,382,Practical,68.59,0.25,2025-08-20
1143,382,Practical,90.25,0.25,2025-08-01
1144,383,Midterm,66.97,0.25,2026-01-08
1145,383,Final,66.38,0.25,2025-12-29
1146,383,Practical,83.19,0.25,2026-01-18
1147,384,Drill,85.1,0.25,2026-02-03
1148,384,Midterm,67.88,0.25,2026-01-06
1149,384,Midterm,81.32,0.25,2026-01-05
1150,384,Midterm,93.82,0.25,2026-01-03
1151,385,Final,88.01,0.25,2026-01-14
1152,385,Drill,72.22,0.25,2026-01-03
1153,385,Practical,99.21,0.25,2026-01-20
1154,385,Midterm,99.07,0.25,2026-01-06
1155,386,Drill,69.55,0.25,2026-01-17
1156,386,Drill,89.94,0.25,2026-01-01
1157,386,Drill,85.23,0.25,2026-01-08
1158,387,Midterm,81.47,0.25,2025-12-16
1159,387,Midterm,95.23,0.25,2025-11-19
1160,387,Final,84.74,0.25,2025-12-10
1161,387,Drill,64.05,0.25,2025-11-15
1162,388,Midterm,64.98,0.25,2026-01-14
1163,388,Final,82.87,0.25,2025-12-19
1164,388,Drill,92.96,0.25,2026-01-01
1165,388,Practical,80.95,0.25,2026-01-18
1166,389,Drill,65.97,0.25,2025-04-12
1167,389,Midterm,97.46,0.25,2025-04-30
1168,389,Practical,74.48,0.25,2025-05-07
1169,389,Practical,76.94,0.25,2025-05-12
1170,390,Drill,78.11,0.25,2025-05-03
1171,390,Drill,98.57,0.25,2025-04-05
1172,390,Final,81.56,0.25,2025-05-05
1173,390,Midterm,82.64,0.25,2025-03-31
1174,391,Final,77.4,0.25,2025-04-13
1175,391,Practical,83.75,0.25,2025-03-27
1176,392,Drill,96.26,0.25,2025-02-26
1177,392,Practical,99.22,0.25,2025-03-08
1178,392,Drill,77.71,0.25,2025-03-22
1179,393,Midterm,85.9,0.25,2025-05-31
1180,393,Drill,99.42,0.25,2025-07-03
1181,394,Drill,93.82,0.25,2025-06-20
1182,394,Practical,96.37,0.25,2025-07-17
1183,394,Practical,99.65,0.25,2025-07-07
1184,395,Final,84.58,0.25,2025-06-02
1185,395,Drill,94.19,0.25,2025-06-25
1186,395,Midterm,99.26,0.25,2025-05-17
1187,395,Practical,96.56,0.25,2025-06-24
1188,396,Midterm,62.06,0.25,2025-01-30
1189,396,Midterm,86.96,0.25,2025-02-23
1190,396,Final,91.06,0.25,2025-02-05
1191,397,Midterm,82.21,0.25,2025-02-06
1192,397,Drill,69.79,0.25,2025-01-11
1193,397,Practical,89.0,0.25,2024-12-27
1194,397,Midterm,66.1,0.25,2025-01-14
1195,398,Drill,70.52,0.25,2025-01-14
1196,398,Midterm,77.46,0.25,2024-12-31
1197,399,Midterm,93.34,0.25,2026-02-27
1198,399,Drill,81.16,0.25,2026-02-23
1199,399,Midterm,94.85,0.25,2026-02-12
1200,399,Midterm,60.28,0.25,2026-01-24
1201,400,Drill,63.12,0.25,2026-02-26
1202,400,Practical,90.87,0.25,2026-02-22
1203,400,Drill,76.32,0.25,2026-02-10
